"p","U:0","U:1","U:2","DO2p","DTv","De","E","En","Ev","H","H2","H2O","H2O2","HO2","In","N2","N2p","NOp","Nuev","Nuex","Num","O","O2","O2p","OH","Q_PI","Q_TE","Q_TENe","Q_VE","Q_VT","Qdot","Qdot1","Qp","T","Te","TeeV","Tv","dEv","eps","neuc","neum","ones","phiV","phirho","ql","qnir","tau_VT","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.00000e+05,-2.59942e-07,4.41101e-14,0.00000e+00,4.27344e+02,1.92802e-05,3.48000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,0.00000e+00,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.50000e+02,1.16000e+04,1.00000e+00,3.50000e+02,4.20391e+01,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.00000e-04,1,0.00000e+00,0.00000e+00,1.00000e-02,6.25000e-03
1.00000e+05,-4.35342e-07,4.97828e-14,0.00000e+00,4.33975e+02,1.92802e-05,3.53400e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,1.26740e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,7.00803e-10,0.00000e+00,0.00000e+00,0.00000e+00,7.99582e+04,1.74316e+04,1.74316e+04,0.00000e+00,3.50000e+02,1.17800e+04,1.00000e+00,5.54842e+02,4.20391e+01,0.00000e+00,0.00000e+00,3.70513e+11,4.50000e-01,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.16467e-04,1,2.00000e-05,2.00000e-05,1.00000e-02,6.25000e-03
1.00000e+05,-6.10742e-07,5.54555e-14,0.00000e+00,4.40606e+02,1.92802e-05,3.58800e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.53480e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.40161e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.59916e+05,3.48633e+04,3.48633e+04,0.00000e+00,3.50000e+02,1.19600e+04,1.00000e+00,7.59684e+02,4.20391e+01,0.00000e+00,0.00000e+00,7.41027e+11,9.00000e-01,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.32934e-04,1,4.00000e-05,4.00000e-05,1.00000e-02,6.25000e-03
1.00000e+05,-4.22673e-07,-7.73925e-14,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,6.00000e-05,6.00000e-05,1.00000e-02,6.25000e-03
1.00000e+05,-1.30755e-07,-2.49818e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,8.00000e-05,8.00000e-05,1.00000e-02,6.25000e-03
1.00000e+05,-7.64501e-10,-2.70402e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,1.00000e-04,1.00000e-04,1.00000e-02,6.25000e-03
1.00000e+05,-3.14800e-10,-1.69515e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,1.20000e-04,1.20000e-04,1.00000e-02,6.25000e-03
1.00000e+05,-1.27416e-11,-2.47250e-14,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,1.40000e-04,1.40000e-04,1.00000e-02,6.25000e-03
1.00000e+05,-5.96899e-12,2.07868e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,1.60000e-04,1.60000e-04,1.00000e-02,6.25000e-03
1.00000e+05,4.82375e-14,4.12183e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,1.80000e-04,1.80000e-04,1.00000e-02,6.25000e-03
1.00000e+05,2.22465e-14,3.90278e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,2.00000e-04,2.00000e-04,1.00000e-02,6.25000e-03
1.00000e+05,-3.74444e-15,3.68373e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,2.20000e-04,2.20000e-04,1.00000e-02,6.25000e-03
1.00000e+05,1.46350e-14,3.18335e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,2.40000e-04,2.40000e-04,1.00000e-02,6.25000e-03
1.00000e+05,3.85607e-14,2.64780e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,2.60000e-04,2.60000e-04,1.00000e-02,6.25000e-03
1.00000e+05,-2.06648e-15,2.44237e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,2.80000e-04,2.80000e-04,1.00000e-02,6.25000e-03
1.00000e+05,-7.49700e-14,2.40200e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,3.00000e-04,3.00000e-04,1.00000e-02,6.25000e-03
1.00000e+05,-1.11259e-13,1.72130e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,3.20000e-04,3.20000e-04,1.00000e-02,6.25000e-03
1.00000e+05,-1.01779e-13,2.40174e-14,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,3.40000e-04,3.40000e-04,1.00000e-02,6.25000e-03
1.00000e+05,-8.77884e-14,-1.24283e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,3.60000e-04,3.60000e-04,1.00000e-02,6.25000e-03
1.00000e+05,-5.80127e-14,-2.73240e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,3.80000e-04,3.80000e-04,1.00000e-02,6.25000e-03
1.00000e+05,-2.82370e-14,-4.22197e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,4.00000e-04,4.00000e-04,1.00000e-02,6.25000e-03
1.00000e+05,3.77901e-14,-2.81519e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,4.20000e-04,4.20000e-04,1.00000e-02,6.25000e-03
1.00000e+05,1.03817e-13,-1.40840e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,4.40000e-04,4.40000e-04,1.00000e-02,6.25000e-03
1.00000e+05,1.51004e-13,2.27621e-14,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,4.60000e-04,4.60000e-04,1.00000e-02,6.25000e-03
1.00000e+05,1.92809e-13,1.92914e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,4.80000e-04,4.80000e-04,1.00000e-02,6.25000e-03
1.00000e+05,1.58466e-13,2.64957e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,5.00000e-04,5.00000e-04,1.00000e-02,6.25000e-03
1.00000e+05,6.32061e-14,2.58512e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,5.20000e-04,5.20000e-04,1.00000e-02,6.25000e-03
1.00000e+05,4.86086e-15,2.44179e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,5.40000e-04,5.40000e-04,1.00000e-02,6.25000e-03
1.00000e+05,2.03452e-14,2.14069e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,5.60000e-04,5.60000e-04,1.00000e-02,6.25000e-03
1.00000e+05,3.22726e-14,1.86566e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,5.80000e-04,5.80000e-04,1.00000e-02,6.25000e-03
1.00000e+05,1.57452e-14,1.79922e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,6.00000e-04,6.00000e-04,1.00000e-02,6.25000e-03
1.00000e+05,-7.82291e-16,1.73277e-13,0.00000e+00,4.42080e+02,1.92802e-05,3.60000e-03,0.00000e+00,0.00000e+00,4.61178e+01,2.21845e-11,2.85000e-02,1.00416e-07,7.10700e-14,3.89650e-11,0.00000e+00,7.45200e-01,0.00000e+00,1.00000e-07,3.17326e+11,0.00000e+00,2.81645e-24,9.99984e-08,2.26300e-01,0.00000e+00,9.96083e-08,1.55734e-09,0.00000e+00,0.00000e+00,0.00000e+00,1.77685e+05,3.87370e+04,3.87370e+04,0.00000e+00,3.50000e+02,1.20000e+04,1.00000e+00,8.05204e+02,4.20391e+01,0.00000e+00,0.00000e+00,8.23363e+11,1.00000e+00,0.00000e+00,7.00000e+01,0.00000e+00,0.00000e+00,2.36593e-04,1,6.20000e-04,6.20000e-04,1.00000e-02,6.25000e-03
